Number	Family Name	Name	Garden/Wild	Live material
1373	Campanulaceae	EDRAIANTHUS niveus	Garden	
1374	Campanulaceae	EDRAIANTHUS owerinianus	Garden	
1375	Campanulaceae	EDRAIANTHUS pumilio	Garden	
1376	Campanulaceae	EDRAIANTHUS serpyllifolius	Garden	
1377	Campanulaceae	EDRAIANTHUS wettsteinii	Garden	
1378	Ericaceae	ELLIOTTIA bracteata	Garden	
1379	Ericaceae	ELLIOTTIA pyroliflora	Garden	
1380	Poaceae	ELYMUS glaucus	Garden	
1381	Poaceae	ELYMUS magellanicus	Garden	
1382	Proteaceae	EMBOTHRIUM coccineum	Garden	
1383	Proteaceae	EMBOTHRIUM coccineum subsp. lanceolatum	Garden	
1384	Asteraceae	EMILIA coccinea 'Scarlet Magic'	Garden	
1385	Onagraceae	EPILOBIUM angustifolium f. albiflorum	Garden	
1386	Onagraceae	EPILOBIUM dodonaei	Garden	
1387	Onagraceae	EPILOBIUM fleischeri	Garden	
1388	Orchidaceae	EPIPACTIS gigantea	Garden	
1389	Orchidaceae	EPIPACTIS palustris	Garden	
1390	Ranunculaceae	ERANTHIS cilicica	Garden	
1391	Ranunculaceae	ERANTHIS hyemalis	Garden	
1392	Ranunculaceae	ERANTHIS hyemalis orange	Garden	
1393	Ranunculaceae	ERANTHIS hyemalis 'Birte'	Garden	
1394	Ranunculaceae	ERANTHIS hyemalis 'Hessellund Green'	Garden	
1395	Ranunculaceae	ERANTHIS hyemalis 'Schwefelglanz'	Garden	
1396	Ranunculaceae	ERANTHIS hyemalis x cilicica	Garden	
1397	Apiaceae	EREMODAUCUS lehmannii	Garden	
1398	Asphodelaceae	EREMURUS cristatus	Garden	
1399	Asphodelaceae	EREMURUS himalaicus	Garden	
1400	Asphodelaceae	EREMURUS olgae	Garden	
1401	Asphodelaceae	EREMURUS robustus	Garden	
1402	Asphodelaceae	EREMURUS stenophyllus 'Bungei'	Garden	
1403	Asphodelaceae	EREMURUS tianschanicus	Garden	
1404	Ericaceae	ERICA glauca f. elegans	Garden	
1405	Asteraceae	ERIGERON alpinus	Garden	
1406	Asteraceae	ERIGERON aurantiacus	Garden	
1407	Asteraceae	ERIGERON aureus	Garden	
1408	Asteraceae	ERIGERON cascadensis	Garden	
1409	Asteraceae	ERIGERON compactus 'consimilis'	Garden	
1410	Asteraceae	ERIGERON compositus	Garden	
1411	Asteraceae	ERIGERON compositus subsp. glabratus	Garden	
1412	Asteraceae	ERIGERON elegantulus	Garden	
1413	Asteraceae	ERIGERON flettii	Garden	
1414	Asteraceae	ERIGERON glaucus	Garden	
1415	Asteraceae	ERIGERON grandiflorus	Garden	
1416	Asteraceae	ERIGERON karvinskianus	Garden	
1417	Asteraceae	ERIGERON leiomerus	Garden	
1418	Asteraceae	ERIGERON linearis	Garden	
1419	Asteraceae	ERIGERON montanensis	Garden	
1420	Asteraceae	ERIGERON nanus	Garden	
1421	Asteraceae	ERIGERON nivalis	Garden	
1422	Asteraceae	ERIGERON pinnatisectus	Garden	
1423	Asteraceae	ERIGERON radicatus	Garden	
1424	Asteraceae	ERIGERON scopulinus	Garden	
1425	Asteraceae	ERIGERON simplex	Garden	
1426	Asteraceae	ERIGERON uniflorus	Garden	
1427	Asteraceae	ERIGERON vagus	Garden	
1428	Plantaginaceae	ERINUS alpinus	Garden	
1429	Plantaginaceae	ERINUS alpinus 'Doktor Hähnle'	Garden	
1430	Plantaginaceae	ERINUS alpinus 'Mrs Charles Boyle'	Garden	
1431	Plantaginaceae	ERINUS alpinus f. albus	Garden	
1432	Polygonaceae	ERIOGONUM giganteum	Garden	
1433	Polemoniaceae	ERIOGONUM niveum	Garden	
1434	Polygonaceae	ERIOGONUM ovalifolium subsp. nivale	Garden	
1435	Polygonaceae	ERIOGONUM umbellatum	Garden	
1436	Polygonaceae	ERIOGONUM umbellatum subsp. nelsoniorum	Garden	
1437	Asteraceae	ERIOPHYLLUM lanatum	Garden	
1438	Boraginaceae	ERITRICHIUM canum	Garden	
1439	Boraginaceae	ERITRICHIUM canum 'Baby Blue'	Garden	
1440	Geraniaceae	ERODIUM castellanum	Garden	
1441	Geraniaceae	ERODIUM daucoides	Garden	
1442	Geraniaceae	ERODIUM manescavi	Garden	
1443	Geraniaceae	ERODIUM pelargoniflorum	Garden	
1444	Geraniaceae	ERODIUM telavivense	Garden	
1445	Geraniaceae	ERODIUM tordylioides	Garden	
1446	Apiaceae	ERYNGIUM sp.	Garden	
1447	Apiaceae	ERYNGIUM agavifolium	Garden	
1448	Apiaceae	ERYNGIUM alpinum	Garden	
1449	Apiaceae	ERYNGIUM alpinum 'Blue Star'	Garden	
1450	Apiaceae	ERYNGIUM bourgatii	Garden	
1451	Apiaceae	ERYNGIUM bourgatii 'Picos Blue'	Garden	
1452	Apiaceae	ERYNGIUM eburneum	Garden	
1453	Apiaceae	ERYNGIUM giganteum	Garden	
1454	Apiaceae	ERYNGIUM giganteum 'Miss Wilmott's Ghost'	Garden	
1455	Apiaceae	ERYNGIUM giganteum 'Silver Ghost'	Garden	
1456	Apiaceae	ERYNGIUM x oliverianum	Garden	
1457	Apiaceae	ERYNGIUM planum	Garden	
1458	Apiaceae	ERYNGIUM planum 'Blue Hobbit'	Garden	
1459	Apiaceae	ERYNGIUM x tripartitum	Garden	
1460	Apiaceae	ERYNGIUM variifolium	Garden	
1461	Apiaceae	ERYNGIUM venustum	Garden	
1462	Apiaceae	ERYNGIUM vesiculosum	Garden	
1463	Apiaceae	ERYNGIUM x zabelii	Garden	
1464	Apiaceae	ERYNGIUM x zabelii 'Big Blue'	Garden	
1465	Apiaceae	ERYNGIUM x zabelii 'Jos Eijking'	Garden	
1466	Apiaceae	ERYNGIUM x zabelii 'Neptune's Gold'	Garden	
1467	Brassicaceae	ERYSIMUM albescens	Garden	
1468	Brassicaceae	ERYSIMUM bicolor	Garden	
1469	Brassicaceae	ERYSIMUM x cheiri	Garden	
1470	Brassicaceae	ERYSIMUM helveticum	Garden	
1471	Brassicaceae	ERYSIMUM pieninicum	Garden	
1472	Brassicaceae	ERYSIMUM pulchellum	Garden	
1473	Liliaceae	ERYTHRONIUM spp. mixed	Garden	
1474	Liliaceae	ERYTHRONIUM 'Craigton Cover Girl'	Garden	
1475	Liliaceae	ERYTHRONIUM 'Harvington Snow Goose'	Garden	
1476	Liliaceae	ERYTHRONIUM 'Harvington Wild Salmon'	Garden	
1477	Liliaceae	ERYTHRONIUM 'Joanna'	Garden	
1478	Liliaceae	ERYTHRONIUM 'Kinfauns Pink'	Garden	
1479	Liliaceae	ERYTHRONIUM 'Kinfauns Sunset'	Garden	
1480	Liliaceae	ERYTHRONIUM californicum	Garden	
1481	Liliaceae	ERYTHRONIUM californicum 'White Beauty'	Garden	
1482	Liliaceae	ERYTHRONIUM californicum x multiscapoideum	Garden	
1483	Liliaceae	ERYTHRONIUM dens-canis	Garden	
1484	Liliaceae	ERYTHRONIUM dens-canis f. alba	Garden	
1485	Liliaceae	ERYTHRONIUM elegans	Garden	
1486	Liliaceae	ERYTHRONIUM grandiflorum	Garden	
1487	Liliaceae	ERYTHRONIUM grandiflorum mixed anther colours	Garden	
1488	Liliaceae	ERYTHRONIUM helenae	Garden	
1489	Liliaceae	ERYTHRONIUM hendersonii	Garden	
1490	Liliaceae	ERYTHRONIUM oregonum	Garden	
1491	Liliaceae	ERYTHRONIUM oregonum f. sulphureum	Garden	
1492	Liliaceae	ERYTHRONIUM revolutum	Garden	
1493	Liliaceae	ERYTHRONIUM revolutum hybrids	Garden	
1494	Liliaceae	ERYTHRONIUM revolutum pale pink	Garden	
1495	Liliaceae	ERYTHRONIUM revolutum 'Cowichan'	Garden	
1496	Liliaceae	ERYTHRONIUM revolutum 'Elizabeth'	Garden	
1497	Liliaceae	ERYTHRONIUM revolutum Johnsonii Group	Garden	
1498	Liliaceae	ERYTHRONIUM revolutum 'Knightshayes'	Garden	
1499	Liliaceae	ERYTHRONIUM revolutum 'Knightshayes Pink'	Garden	
1500	Liliaceae	ERYTHRONIUM revolutum 'Wild Salmon'	Garden	
1501	Liliaceae	ERYTHRONIUM sibiricum	Garden	
1502	Liliaceae	ERYTHRONIUM sibiricum subsp. altaicum	Garden	
1503	Papaveraceae	ESCHSCHOLZIA californica	Garden	
1504	Papaveraceae	ESCHSCHOLZIA californica deep pink	Garden	
1505	Papaveraceae	ESCHSCHOLZIA lemmonii subsp. lemmonii	Garden	
1506	Asphodelaceae	EUCOMIS bicolor	Garden	
1507	Asphodelaceae	EUCOMIS bicolor f. alba	Garden	
1508	Asphodelaceae	EUCOMIS comosa	Garden	
1509	Asphodelaceae	EUCOMIS pole-evansii	Garden	
1510	Asphodelaceae	EUCOMIS schijffii	Garden	
1511	Asphodelaceae	EUCOMIS zambesiaca	Garden	
1512	Asteraceae	EUMORPHIA sericea	Garden	
1513	Celastraceae	EUONYMUS cornutus subsp. quinquecornutus	Garden	
1514	Celastraceae	EUONYMUS europaeus 'Evert'	Garden	
1515	Celastraceae	EUONYMUS nanus	Garden	
1516	Celastraceae	EUONYMUS oxyphyllus	Garden	
1517	Celastraceae	EUONYMUS phellomanus	Garden	
1518	Celastraceae	EUONYMUS planipes	Garden	
1519	Celastraceae	EUONYMUS sachalinensis	Garden	
1520	Celastraceae	EUONYMUS verrucosus	Garden	
1521	Euphorbiaceae	EUPHORBIA characias subsp. wulfenii	Garden	
1522	Euphorbiaceae	EUPHORBIA lathyris	Garden	
1523	Euphorbiaceae	EUPHORBIA mellifera	Garden	
1524	Euphorbiaceae	EUPHORBIA myrsinites	Garden	
1525	Euphorbiaceae	EUPHORBIA rigida	Garden	
1526	Euphorbiaceae	EUPHORBIA stygiana	Garden	
1527	Asteraceae	EURYBIA divaricata	Garden	
1528	Asteraceae	EURYBIA divaricata green stem	Garden	
1529	Rosaceae	EXOCHORDA x macrantha 'The Bride'	Garden	
1530	Iridaceae	FERRARIA crispa dark	Garden	
1531	Iridaceae	FERRARIA crispa yellow	Garden	
1532	Iridaceae	FERRARIA crispa subsp. nortieri	Garden	
1533	Apiaceae	FERULA glauca	Garden	
1534	Brassicaceae	FIBIGIA clypeata	Garden	
1535	Rosaceae	FILIPENDULA 'Red Umbrellas'	Garden	
1536	Francoaceae	FRANCOA appendiculata	Garden	
1537	Francoaceae	FRANCOA sonchifolia	Garden	
1538	Francoaceae	FRANCOA sonchifolia compact pink	Garden	
1539	Francoaceae	FRANCOA sonchifolia 'Molly Anderson'	Garden	
1540	Francoaceae	FRANCOA sonchifolia 'Rogersons Form'	Garden	
1541	Theaceae	FRANKLINIA alatamaha	Garden	
1542	Iridaceae	FREESIA alba	Garden	
1543	Iridaceae	FREESIA alba	Garden	Yes
1544	Iridaceae	FREESIA laxa	Garden	
1545	Iridaceae	FREESIA laxa blue	Garden	
1546	Iridaceae	FREESIA laxa red	Garden	
1547	Iridaceae	FREESIA laxa white/red spotted	Garden	
1548	Iridaceae	FREESIA laxa 'Joan Evans'	Garden	
1549	Iridaceae	FREESIA laxa f. alba	Garden	
1550	Liliaceae	FRITILLARIA sp. ex Pulkhakim	Garden	
1551	Liliaceae	FRITILLARIA acmopetala	Garden	
1552	Liliaceae	FRITILLARIA acmopetala 'Paul Furse'	Garden	
1553	Liliaceae	FRITILLARIA affinis	Garden	
1554	Liliaceae	FRITILLARIA affinis	Garden	Yes
1555	Liliaceae	FRITILLARIA amana	Garden	
1556	Liliaceae	FRITILLARIA amana	Garden	Yes
1557	Liliaceae	FRITILLARIA amana EKB1035	Garden	Yes
1558	Liliaceae	FRITILLARIA ariana	Garden	
1559	Liliaceae	FRITILLARIA armena aff.	Garden	
1560	Liliaceae	FRITILLARIA aurea	Garden	
1561	Liliaceae	FRITILLARIA biflora 'roderickii' type	Garden	
1562	Liliaceae	FRITILLARIA biflora subsp. ineziana	Garden	
1563	Liliaceae	FRITILLARIA biflora x purdyi	Garden	
1564	Liliaceae	FRITILLARIA bithynica	Garden	
1565	Liliaceae	FRITILLARIA bucharica	Garden	
1566	Liliaceae	FRITILLARIA camschatcensis	Garden	
1567	Liliaceae	FRITILLARIA camschatcensis f. aurea	Garden	
1568	Liliaceae	FRITILLARIA carica	Garden	Yes
1569	Liliaceae	FRITILLARIA caucasica	Garden	
1570	Liliaceae	FRITILLARIA crassifolia	Garden	
1571	Liliaceae	FRITILLARIA davisii	Garden	
1572	Liliaceae	FRITILLARIA drenovskii	Garden	
1573	Liliaceae	FRITILLARIA eduardii	Garden	
1574	Liliaceae	FRITILLARIA ehrhartii	Garden	
1575	Liliaceae	FRITILLARIA ehrhartii JJA0.494.800	Garden	
1576	Liliaceae	FRITILLARIA elwesii	Garden	Yes
1577	Liliaceae	FRITILLARIA epirotica	Garden	
1578	Liliaceae	FRITILLARIA euboeica	Garden	
1579	Liliaceae	FRITILLARIA ferganensis	Garden	
1580	Liliaceae	FRITILLARIA gibbosa	Garden	
1581	Liliaceae	FRITILLARIA gracilis	Garden	
1582	Liliaceae	FRITILLARIA graeca	Garden	
1583	Liliaceae	FRITILLARIA graeca ex Parnitha	Garden	
1584	Liliaceae	FRITILLARIA graeca subsp. thessala	Garden	
1585	Liliaceae	FRITILLARIA gussichiae	Garden	
1586	Liliaceae	FRITILLARIA imperialis	Garden	
1587	Liliaceae	FRITILLARIA imperialis orange	Garden	
1588	Liliaceae	FRITILLARIA imperialis red	Garden	
1589	Liliaceae	FRITILLARIA involucrata	Garden	
1590	Liliaceae	FRITILLARIA kurdica	Garden	
1591	Liliaceae	FRITILLARIA liliacea	Garden	
1592	Liliaceae	FRITILLARIA lusitanica	Garden	
1593	Liliaceae	FRITILLARIA meleagris	Garden	
1594	Liliaceae	FRITILLARIA meleagris mixed colours	Garden	
1595	Liliaceae	FRITILLARIA michailovskyi	Garden	
1596	Liliaceae	FRITILLARIA michailovskyi x kurdica	Garden	
1597	Liliaceae	FRITILLARIA minuta	Garden	Yes
1598	Liliaceae	FRITILLARIA montana	Garden	
1599	Liliaceae	FRITILLARIA nigra	Garden	
1600	Liliaceae	FRITILLARIA obliqua	Garden	
1601	Liliaceae	FRITILLARIA olivieri	Garden	
1602	Liliaceae	FRITILLARIA orientalis	Garden	
1603	Liliaceae	FRITILLARIA pallidiflora	Garden	
1604	Liliaceae	FRITILLARIA persica	Garden	
1605	Liliaceae	FRITILLARIA persica 'Adiyaman'	Garden	
1606	Liliaceae	FRITILLARIA pinardii	Garden	
1607	Liliaceae	FRITILLARIA pontica	Garden	
1608	Liliaceae	FRITILLARIA pudica	Garden	
1609	Liliaceae	FRITILLARIA pyrenaica	Garden	
1610	Liliaceae	FRITILLARIA raddeana	Garden	
1611	Liliaceae	FRITILLARIA recurva	Garden	
1612	Liliaceae	FRITILLARIA rixii	Garden	
1613	Liliaceae	FRITILLARIA sewerzowii	Garden	
1614	Liliaceae	FRITILLARIA stenanthera	Garden	
1615	Liliaceae	FRITILLARIA straussii	Garden	
1616	Liliaceae	FRITILLARIA thunbergii	Garden	
1617	Liliaceae	FRITILLARIA thunbergii	Garden	Yes
1618	Liliaceae	FRITILLARIA tubiformis subsp. moggridgei	Garden	
1619	Liliaceae	FRITILLARIA uva-vulpis	Garden	Yes
1620	Liliaceae	FRITILLARIA whittallii	Garden	
1621	Liliaceae	FRITILLARIA whittallii PW72-64B	Garden	Yes
1622	Onagraceae	FUCHSIA denticulata	Garden	
1623	Onagraceae	FUCHSIA procumbens	Garden	
1624	Liliaceae	GAGEA sp. ex Sierra Cazorla	Garden	
1625	Liliaceae	GAGEA fibrosa	Garden	
1626	Asteraceae	GAILLARDIA aristata 'Spintop Red'	Garden	
1627	Asteraceae	GAILLARDIA x grandiflora 'Burgunder'	Garden	
1628	Asteraceae	GAILLARDIA x grandiflora 'Peach'	Garden	
1629	Amaryllidaceae	GALANTHUS elwesii	Garden	
1630	Amaryllidaceae	GALANTHUS nivalis	Garden	
1631	Amaryllidaceae	GALANTHUS plicatus 'Bolu Shades' AHEP8313	Garden	
1632	Amaryllidaceae	GALANTHUS reginae-olgae subsp. vernalis	Garden	
1633	Amaryllidaceae	GALANTHUS rizehensis	Garden	
1634	Asteraceae	GALATELLA biflora	Garden	
1635	Ericaceae	GAULTHERIA adenothrix	Garden	
1636	Ericaceae	GAULTHERIA itoana	Garden	
1637	Ericaceae	GAULTHERIA myrsinoides f. purpurea	Garden	
1638	Ericaceae	GAULTHERIA myrsinoides subsp. pentlandii	Garden	
1639	Ericaceae	GAULTHERIA shallon	Garden	
1640	Ericaceae	GAULTHERIA tasmanica	Garden	
1641	Ericaceae	GAULTHERIA vaccinioides	Garden	
1642	Ericaceae	GAULTHERIA x wisleyensis 'Pink Pixie'	Garden	
1643	Iridaceae	GEISSORHIZA corrugata	Garden	
1644	Iridaceae	GELASINE elongata	Garden	
1645	Fabaceae	GENISTA radiata	Garden	
1646	Fabaceae	GENISTA tinctoria 'Humifusa'	Garden	
1647	Gentianaceae	GENTIANA acaulis	Garden	
1648	Gentianaceae	GENTIANA acaulis lilac	Garden	
1649	Gentianaceae	GENTIANA acaulis 'Alboviolacea'	Garden	
1650	Gentianaceae	GENTIANA acaulis 'Maxima Enzian'	Garden	
1651	Gentianaceae	GENTIANA acaulis f. alba	Garden	
1652	Gentianaceae	GENTIANA affinis	Garden	
1653	Gentianaceae	GENTIANA alba	Garden	
1654	Gentianaceae	GENTIANA angustifolia	Garden	
1655	Gentianaceae	GENTIANA angustifolia 'Rotling'	Garden	
1656	Gentianaceae	GENTIANA asclepiadea	Garden	
1657	Gentianaceae	GENTIANA asclepiadea compact	Garden	
1658	Gentianaceae	GENTIANA asclepiadea pale blue	Garden	
1659	Gentianaceae	GENTIANA asclepiadea 'Knightshayes'	Garden	
1660	Gentianaceae	GENTIANA asclepiadea f. alba	Garden	
1661	Gentianaceae	GENTIANA asclepiadea f. rosea	Garden	
1662	Gentianaceae	GENTIANA cachemirica	Garden	
1663	Gentianaceae	GENTIANA clusii	Garden	
1664	Gentianaceae	GENTIANA clusii f. alba	Garden	
1665	Gentianaceae	GENTIANA clusii pale fm	Garden	
1666	Gentianaceae	GENTIANA cruciata	Garden	
1667	Gentianaceae	GENTIANA cruciata 'Blue Cross'	Garden	
1668	Gentianaceae	GENTIANA dahurica	Garden	
1669	Gentianaceae	GENTIANA depressa	Garden	
1670	Gentianaceae	GENTIANA dinarica	Garden	
1671	Gentianaceae	GENTIANA gelida	Garden	
1672	Gentianaceae	GENTIANA ligustica	Garden	
1673	Gentianaceae	GENTIANA lutea	Garden	
1674	Gentianaceae	GENTIANA makinoi	Garden	
1675	Gentianaceae	GENTIANA nipponica	Garden	
1676	Gentianaceae	GENTIANA occidentalis	Garden	
1677	Gentianaceae	GENTIANA occidentalis subsp. aragonensis	Garden	
1678	Gentianaceae	GENTIANA paradoxa	Garden	
1679	Gentianaceae	GENTIANA paradoxa 'Blauer Herold'	Garden	
1680	Gentianaceae	GENTIANA pneumonanthe	Garden	
1681	Gentianaceae	GENTIANA punctata	Garden	
1682	Gentianaceae	GENTIANA purpurea	Garden	
1683	Gentianaceae	GENTIANA septemfida	Garden	
1684	Gentianaceae	GENTIANA septemfida subsp. lagodechiana	Garden	
1685	Gentianaceae	GENTIANA siphonantha	Garden	
1686	Gentianaceae	GENTIANA tibetica	Garden	
1687	Gentianaceae	GENTIANA triflora	Garden	
1688	Gentianaceae	GENTIANA verna	Garden	
1689	Gentianaceae	GENTIANA verna f. alba	Garden	
1690	Gentianaceae	GENTIANA verna subsp. angulosa	Garden	
1691	Gentianaceae	GENTIANA verna subsp. balcanica	Garden	
1692	Gentianaceae	GENTIANA verna subsp. pontica	Garden	
1693	Gentianaceae	GENTIANA wilsonii	Garden	
1694	Gentianaceae	GENTIANELLA campestris	Garden	
1695	Gentianaceae	GENTIANELLA corymbifera	Garden	
1696	Gentianaceae	GENTIANELLA moorcroftiana	Garden	
1697	Gentianaceae	GENTIANELLA saxosa	Garden	
1698	Geraniaceae	GERANIUM 'Silver Cloak'	Garden	
1699	Geraniaceae	GERANIUM 'Twinkle Stars'	Garden	
1700	Geraniaceae	GERANIUM cinereum	Garden	
1701	Geraniaceae	GERANIUM cinereum deep pink	Garden	
1702	Geraniaceae	GERANIUM eriostemon	Garden	
1703	Geraniaceae	GERANIUM grandistipulatum	Garden	
1704	Geraniaceae	GERANIUM himalayense	Garden	
1705	Geraniaceae	GERANIUM incanum	Garden	
1706	Geraniaceae	GERANIUM maculatum 'Espresso'	Garden	
1707	Geraniaceae	GERANIUM magniflorum	Garden	
1708	Geraniaceae	GERANIUM nodosum	Garden	
1709	Geraniaceae	GERANIUM x oxonianum	Garden	
1710	Geraniaceae	GERANIUM palmatum	Garden	
1711	Geraniaceae	GERANIUM palustre	Garden	
1712	Geraniaceae	GERANIUM phaeum	Garden	
1713	Geraniaceae	GERANIUM platypetalum	Garden	
1714	Geraniaceae	GERANIUM pratense	Garden	
1715	Geraniaceae	GERANIUM pratense dark leaf	Garden	
1716	Geraniaceae	GERANIUM pratense 'Splish-splash'	Garden	
1717	Geraniaceae	GERANIUM pratense f. albiflorum	Garden	
1718	Geraniaceae	GERANIUM psilostemon	Garden	
1719	Geraniaceae	GERANIUM pyrenaicum 'Bill Wallis'	Garden	
1720	Geraniaceae	GERANIUM renardii	Garden	
1721	Geraniaceae	GERANIUM reuteri	Garden	
1722	Geraniaceae	GERANIUM rubescens	Garden	
1723	Geraniaceae	GERANIUM sanguineum	Garden	
1724	Geraniaceae	GERANIUM sanguineum 'Max Frei'	Garden	
1725	Geraniaceae	GERANIUM sanguineum f. album	Garden	
1726	Geraniaceae	GERANIUM sanguineum f. striatum	Garden	
1727	Geraniaceae	GERANIUM sanguineum subsp. lancastriense	Garden	
1728	Geraniaceae	GERANIUM sessiliflorum subsp. novae- zelandiae 'Nigricans'	Garden	
1729	Geraniaceae	GERANIUM solanderi	Garden	
1730	Geraniaceae	GERANIUM subacutum white	Garden	
1731	Geraniaceae	GERANIUM thunbergii	Garden	
1732	Geraniaceae	GERANIUM traversii	Garden	
1733	Geraniaceae	GERANIUM wallichianum	Garden	
1734	Rosaceae	GEUM 'Beech House Apricot'	Garden	
1735	Rosaceae	GEUM 'Lady Stratheden'	Garden	
1736	Rosaceae	GEUM 'Mrs J. Bradshaw'	Garden	
1737	Rosaceae	GEUM elatum CC7164	Garden	
1738	Rosaceae	GEUM heterocarpum	Garden	
1739	Rosaceae	GEUM montanum	Garden	
1740	Rosaceae	GEUM rivale	Garden	
1741	Rosaceae	GEUM rivale f. album	Garden	
1742	Rosaceae	GEUM triflorum	Garden	
1743	Rosaceae	GILLENIA stipulata	Garden	
1744	Rosaceae	GILLENIA trifoliata	Garden	
1745	Amaryllidaceae	GILLIESIA graminea	Garden	
1746	Iridaceae	GLADIOLUS sp. pink 40cm	Garden	
1747	Iridaceae	GLADIOLUS sp. pink 60cm	Garden	
1748	Iridaceae	GLADIOLUS 'Atom'	Garden	
1749	Iridaceae	GLADIOLUS 'Dark Ruby'	Garden	
1750	Iridaceae	GLADIOLUS 'Ruby'	Garden	
1751	Iridaceae	GLADIOLUS 'Tom'	Garden	
1752	Iridaceae	GLADIOLUS byzantinus	Garden	
1753	Iridaceae	GLADIOLUS cardinalis	Garden	
1754	Iridaceae	GLADIOLUS carinatus	Garden	
1755	Iridaceae	GLADIOLUS carneus	Garden	
1756	Iridaceae	GLADIOLUS caucasicus	Garden	
1757	Iridaceae	GLADIOLUS communis	Garden	
1758	Iridaceae	GLADIOLUS communis subsp. byzantinus	Garden	
1759	Iridaceae	GLADIOLUS dalenii orange	Garden	
1760	Iridaceae	GLADIOLUS dalenii yellow	Garden	
1761	Iridaceae	GLADIOLUS flanaganii	Garden	
1762	Iridaceae	GLADIOLUS x gandavensis	Garden	
1763	Iridaceae	GLADIOLUS gracilis	Garden	
1764	Iridaceae	GLADIOLUS humilis	Garden	
1765	Iridaceae	GLADIOLUS illyricus	Garden	
1766	Iridaceae	GLADIOLUS imbricatus	Garden	
1767	Iridaceae	GLADIOLUS italicus	Garden	
1768	Iridaceae	GLADIOLUS longicollis McB2970	Garden	
1769	Iridaceae	GLADIOLUS murielae	Garden	
1770	Iridaceae	GLADIOLUS palustris	Garden	
1771	Iridaceae	GLADIOLUS papilio red good marking	Garden	
1772	Iridaceae	GLADIOLUS quadrangularis	Garden	
1773	Iridaceae	GLADIOLUS splendens	Garden	
1774	Iridaceae	GLADIOLUS tenuis	Garden	
1775	Iridaceae	GLADIOLUS trichonemifolius	Garden	
1776	Iridaceae	GLADIOLUS tristis	Garden	
1777	Iridaceae	GLADIOLUS tristis	Garden	Yes
1778	Iridaceae	GLADIOLUS venustus	Garden	
1779	Ranunculaceae	GLAUCIDIUM palmatum	Garden	
1780	Ranunculaceae	GLAUCIDIUM palmatum f. leucanthum	Garden	
1781	Papaveraceae	GLAUCIUM flavum	Garden	
1782	Papaveraceae	GLAUCIUM squamigerum ex Xinjian China	Garden	
1783	Plantaginaceae	GLOBULARIA bellidifolia Hort	Garden	
1784	Plantaginaceae	GLOBULARIA bisnagarica	Garden	
1785	Plantaginaceae	GLOBULARIA cordifolia	Garden	
1786	Plantaginaceae	GLOBULARIA incanescens	Garden	
1787	Plantaginaceae	GLOBULARIA meridionalis 'Blue Bunnets'	Garden	
1788	Plantaginaceae	GLOBULARIA nudicaulis	Garden	
1789	Plantaginaceae	GLOBULARIA punctata	Garden	
1790	Plantaginaceae	GLOBULARIA repens f. alba	Garden	
1791	Plantaginaceae	GLOBULARIA trichosantha	Garden	
1792	Fabaceae	GLYCYRRHIZA uralensis	Garden	
1793	Apocynaceae	GOMPHOCARPUS physocarpus	Garden	
1794	Plumbaginaceae	GONIOLIMON speciosum	Garden	
1795	Asteraceae	GRINDELIA hirsutula	Garden	
1796	Asteraceae	GRINDELIA squarrosa	Garden	
1797	Caryophyllaceae	GYPSOPHILA aretioides	Garden	
1798	Caryophyllaceae	GYPSOPHILA bungeana	Garden	
1799	Caryophyllaceae	GYPSOPHILA cerastioides	Garden	
1800	Caryophyllaceae	GYPSOPHILA repens	Garden	
1801	Caryophyllaceae	GYPSOPHILA repens f. alba	Garden	
1802	Caryophyllaceae	GYPSOPHILA repens f. rosea	Garden	
1803	Caryophyllaceae	GYPSOPHILA tenuifolia	Garden	
1804	Gesneriaceae	HABERLEA ferdinandi-coburgii	Garden	
1805	Amaranthaceae	HABLITZIA tamnoides	Garden	
1806	Amaryllidaceae	HABRANTHUS sp. 15cm orange	Garden	
1807	Amaryllidaceae	HABRANTHUS brachyandrus	Garden	
1808	Amaryllidaceae	HABRANTHUS gracilifolius	Garden	
1809	Amaryllidaceae	HABRANTHUS martinezii	Garden	
1810	Amaryllidaceae	HABRANTHUS robustus	Garden	
1811	Amaryllidaceae	HABRANTHUS robustus winter dormant	Garden	
1812	Amaryllidaceae	HABRANTHUS tubispathus	Garden	
1813	Amaryllidaceae	HABRANTHUS tubispathus yellow	Garden	
1814	Amaryllidaceae	HABRANTHUS tubispathus f. aureus	Garden	
1815	Amaryllidaceae	HABRANTHUS tubispathus subsp. texanus	Garden	
1816	Apiaceae	HACQUETIA epipactis	Garden	
1817	Gentianaceae	HALENIA elliptica	Garden	
1818	Styracaceae	HALESIA carolina	Garden	
1819	Hamamelidaceae	HAMAMELIS x intermedia 'Pallida'	Garden	
1820	Asteraceae	HAPLOPAPPUS sp.  yellow 30cm	Garden	
1821	Asteraceae	HAPLOPAPPUS glutinosus	Garden	
1822	Asphodelaceae	HASTINGSIA alba	Garden	
1823	Plantaginaceae	HEBE hulkeana	Garden	
1824	Zingiberaceae	HEDYCHIUM coccineum subsp. coccineum	Garden	
1825	Zingiberaceae	HEDYCHIUM coronarium	Garden	
1826	Zingiberaceae	HEDYCHIUM spicatum	Garden	
