Number	Family Name	Name	Garden/Wild	Live material
3146	Orobanchaceae	RHINANTHUS minor	Garden	
3147	Cactaceae	RHIPSALIS baccifera	Garden	
3148	Asteraceae	RHODANTHE chlorocephala subsp. rosea	Garden	
3149	Asteraceae	RHODANTHEMUM 'Casablanca'	Garden	
3150	Asteraceae	RHODANTHEMUM catananche	Garden	
3151	Asteraceae	RHODANTHEMUM catananche 'Tizi-n-Tichka'	Garden	
3152	Crassulaceae	RHODIOLA atuntsuensis	Garden	
3153	Crassulaceae	RHODIOLA kirilowii	Garden	
3154	Crassulaceae	RHODIOLA semenovii	Garden	
3155	Crassulaceae	RHODIOLA stephanii Til Jung 123  Annapurna	Garden	
3156	Plantaginaceae	RHODOCHITON atrosanguineus	Garden	
3157	Ericaceae	RHODODENDRON 'Apple Blossom' (azalea)	Garden	
3158	Ericaceae	RHODODENDRON 'Hultschin'	Garden	
3159	Ericaceae	RHODODENDRON 'Sylphides'	Garden	
3160	Ericaceae	RHODODENDRON calostrotum	Garden	
3161	Ericaceae	RHODODENDRON camtschaticum	Garden	
3162	Ericaceae	RHODODENDRON camtschaticum f. album	Garden	
3163	Ericaceae	RHODODENDRON dalhousieae subsp. rhabdotum	Garden	
3164	Ericaceae	RHODODENDRON glaucophyllum f. album	Garden	
3165	Ericaceae	RHODODENDRON hirsutum	Garden	
3166	Ericaceae	RHODODENDRON pumilum	Garden	
3167	Hypericaceae	RHODOHYPOXIS baurii	Garden	
3168	Hypericaceae	RHODOHYPOXIS baurii mixed	Garden	
3169	Amaryllidaceae	RHODOPHIALA advena	Garden	
3170	Amaryllidaceae	RHODOPHIALA araucana	Garden	
3171	Amaryllidaceae	RHODOPHIALA bagnoldii	Garden	
3172	Amaryllidaceae	RHODOPHIALA bifida	Garden	
3173	Amaryllidaceae	RHODOPHIALA montana	Garden	
3174	Rosaceae	RHODOTYPOS scandens	Garden	
3175	Anacardiaceae	RHUS potaninii	Garden	
3176	Grossulariaceae	RIBES sanguineum	Garden	
3177	Euphorbiaceae	RICINUS communis 'Red Giant'	Garden	
3178	Iridaceae	ROMULEA bulbocodium	Garden	
3179	Iridaceae	ROMULEA bulbocodium 'Jenny Robinson'	Garden	
3180	Iridaceae	ROMULEA bulbocodium subsp. crocea	Garden	
3181	Iridaceae	ROMULEA camerooniana	Garden	
3182	Iridaceae	ROMULEA campanuloides	Garden	
3183	Iridaceae	ROMULEA columnae subsp. grandiscapa	Garden	
3184	Iridaceae	ROMULEA hirta	Garden	
3185	Iridaceae	ROMULEA komsbergensis	Garden	
3186	Iridaceae	ROMULEA linaresii	Garden	
3187	Iridaceae	ROMULEA linaresii subsp. graeca	Garden	
3188	Iridaceae	ROMULEA macowanii	Garden	
3189	Iridaceae	ROMULEA melitensis	Garden	
3190	Iridaceae	ROMULEA minutiflora	Garden	
3191	Iridaceae	ROMULEA nivalis	Garden	
3192	Iridaceae	ROMULEA pratensis	Garden	
3193	Iridaceae	ROMULEA ramiflora	Garden	
3194	Iridaceae	ROMULEA requienii	Garden	
3195	Iridaceae	ROMULEA rosea	Garden	
3196	Iridaceae	ROMULEA sabulosa	Garden	
3197	Iridaceae	ROMULEA saldanhensis	Garden	
3198	Iridaceae	ROMULEA tempskyana	Garden	
3199	Iridaceae	ROMULEA tetragona	Garden	
3200	Iridaceae	ROMULEA thodei	Garden	
3201	Iridaceae	ROMULEA tubulosa	Garden	
3202	Rosaceae	ROSA 'Great Western'	Garden	
3203	Rosaceae	ROSA 'Tuscany Superb'	Garden	
3204	Rosaceae	ROSA bracteata	Garden	
3205	Rosaceae	ROSA carolina	Garden	
3206	Rosaceae	ROSA filipes 'Kiftsgate'	Garden	
3207	Rosaceae	ROSA glauca	Garden	
3208	Rosaceae	ROSA moyesii	Garden	
3209	Rosaceae	ROSA moyesii 'Geranium'	Garden	
3210	Rosaceae	ROSA pendulina 'Nana'	Garden	
3211	Rosaceae	ROSA rubiginosa	Garden	
3212	Rosaceae	ROSA spinosissima	Garden	
3213	Rosaceae	ROSA spinosissima 'King of the Scots'	Garden	
3214	Rosaceae	ROSA sweginzowii 'Macrocarpa'	Garden	
3215	Rosaceae	ROSA xanthina subsp. hugonis	Garden	
3216	Zingiberaceae	ROSCOEA alpina	Garden	
3217	Zingiberaceae	ROSCOEA alpina CC1820	Garden	
3218	Zingiberaceae	ROSCOEA auriculata 'Floriade'	Garden	
3219	Zingiberaceae	ROSCOEA australis	Garden	
3220	Zingiberaceae	ROSCOEA cautleyoides	Garden	
3221	Zingiberaceae	ROSCOEA cautleyoides 'Kew Beauty'	Garden	
3222	Zingiberaceae	ROSCOEA cautleyoides 'Stephanie Bloom'	Garden	
3223	Zingiberaceae	ROSCOEA cautleyoides f. atropurpurea	Garden	
3224	Zingiberaceae	ROSCOEA humeana	Garden	
3225	Zingiberaceae	ROSCOEA humeana SBLE636	Garden	
3226	Zingiberaceae	ROSCOEA humeana yellow	Garden	
3227	Zingiberaceae	ROSCOEA humeana 'Harvington Royale'	Garden	
3228	Zingiberaceae	ROSCOEA humeana 'McBeath's Pink'	Garden	
3229	Zingiberaceae	ROSCOEA humeana f. alba	Garden	
3230	Zingiberaceae	ROSCOEA purpurea	Garden	
3231	Zingiberaceae	ROSCOEA purpurea 'Emperor Strain'	Garden	
3232	Zingiberaceae	ROSCOEA purpurea 'Vincent'	Garden	
3233	Zingiberaceae	ROSCOEA purpurea 'Wisley Amethyst'	Garden	
3234	Zingiberaceae	ROSCOEA schneideriana	Garden	
3235	Zingiberaceae	ROSCOEA scillifolia	Garden	
3236	Zingiberaceae	ROSCOEA scillifolia f. atropurpurea	Garden	
3237	Zingiberaceae	ROSCOEA tibetica	Garden	
3238	Crassulaceae	ROSULARIA sempervivoides	Garden	
3239	Asteraceae	RUDBECKIA hirta	Garden	
3240	Asteraceae	RUDBECKIA hirta Rustic Dwarfs	Garden	
3241	Asteraceae	RUDBECKIA maxima	Garden	
3242	Asteraceae	RUDBECKIA occidentalis	Garden	
3243	Asteraceae	RUDBECKIA triloba	Garden	
3244	Acanthaceae	RUELLIA humilis	Garden	
3245	Polemoniaceae	RUMEX maderensis	Garden	
3246	Lamiaceae	SALVIA sp. mauve 20cm	Garden	
3247	Lamiaceae	SALVIA sp. purple 1m tall	Garden	
3248	Lamiaceae	SALVIA 'Blue Note'	Garden	
3249	Lamiaceae	SALVIA 'Jezebel'	Garden	
3250	Lamiaceae	SALVIA albimaculata	Garden	
3251	Lamiaceae	SALVIA amplexicaulis	Garden	
3252	Lamiaceae	SALVIA apiana	Garden	
3253	Lamiaceae	SALVIA blepharochlaena	Garden	
3254	Lamiaceae	SALVIA bulleyana	Garden	
3255	Lamiaceae	SALVIA caespitosa aff.	Garden	
3256	Lamiaceae	SALVIA campanulata aff.  CC7473	Garden	
3257	Lamiaceae	SALVIA candelabrum	Garden	
3258	Lamiaceae	SALVIA canescens	Garden	
3259	Lamiaceae	SALVIA canescens subsp. daghestanica	Garden	
3260	Lamiaceae	SALVIA cryptantha	Garden	
3261	Lamiaceae	SALVIA forsskaolei	Garden	
3262	Lamiaceae	SALVIA glutinosa	Garden	
3263	Lamiaceae	SALVIA hians	Garden	
3264	Lamiaceae	SALVIA hians aff	Garden	
3265	Lamiaceae	SALVIA macrophylla	Garden	
3266	Lamiaceae	SALVIA microphylla 'Cerro Potosi'	Garden	
3267	Lamiaceae	SALVIA nemorosa 'Caradonna'	Garden	
3268	Lamiaceae	SALVIA nubicola CC7337	Garden	
3269	Lamiaceae	SALVIA officinalis subsp. dalmatica	Garden	
3270	Lamiaceae	SALVIA patens	Garden	
3271	Lamiaceae	SALVIA patens 'Cambridge Blue'	Garden	
3272	Lamiaceae	SALVIA patens 'Oceania'	Garden	
3273	Lamiaceae	SALVIA przewalskii	Garden	
3274	Lamiaceae	SALVIA radula	Garden	
3275	Lamiaceae	SALVIA regeliana	Garden	
3276	Lamiaceae	SALVIA ringens	Garden	
3277	Lamiaceae	SALVIA roemeriana	Garden	
3278	Lamiaceae	SALVIA sclarea f. rosea	Garden	
3279	Lamiaceae	SALVIA sclarea subsp. turkestanica	Garden	
3280	Lamiaceae	SALVIA somalensis	Garden	
3281	Lamiaceae	SALVIA x superba	Garden	
3282	Lamiaceae	SALVIA transsylvanica	Garden	
3283	Lamiaceae	SALVIA verticillata	Garden	
3284	Lamiaceae	SALVIA viridis	Garden	
3285	Lamiaceae	SALVIA viscosa	Garden	
3286	Papaveraceae	SANGUINARIA canadensis	Garden	
3287	Rosaceae	SANGUISORBA 'Tanna'	Garden	
3288	Rosaceae	SANGUISORBA hakusanensis	Garden	
3289	Rosaceae	SANGUISORBA menziesii	Garden	
3290	Rosaceae	SANGUISORBA minor	Garden	
3291	Rosaceae	SANGUISORBA officinalis	Garden	
3292	Rosaceae	SANGUISORBA officinalis 'Pink Tanna'	Garden	
3293	Rosaceae	SANGUISORBA tenuifolia	Garden	
3294	Apiaceae	SANICULA europaea	Garden	
3295	Caryophyllaceae	SAPONARIA bellidifolia	Garden	
3296	Caryophyllaceae	SAPONARIA caespitosa	Garden	
3297	Caryophyllaceae	SAPONARIA lutea	Garden	
3298	Caryophyllaceae	SAPONARIA ocymoides	Garden	
3299	Caryophyllaceae	SAPONARIA x olivana	Garden	
3300	Caryophyllaceae	SAPONARIA persica	Garden	
3301	Caryophyllaceae	SAPONARIA pulvinaris	Garden	
3302	Papaveraceae	SARCOCAPNOS crassifolia	Garden	
3303	Buxaceae	SARCOCOCCA confusa	Garden	
3304	Sarraceniaceae	SARRACENIA leucophylla	Garden	
3305	Sarraceniaceae	SARRACENIA purpurea	Garden	
3306	Aristolochiaceae	SARUMA henryi	Garden	
3307	Araceae	SAUROMATUM venosum	Garden	
3308	Asteraceae	SAUSSUREA iodostegia	Garden	
3309	Asteraceae	SAUSSUREA nepalensis	Garden	
3310	Saxifragaceae	SAXIFRAGA 'Southside Seedling'	Garden	
3311	Saxifragaceae	SAXIFRAGA andersonii	Garden	
3312	Saxifragaceae	SAXIFRAGA x arendsii 'Purple Robe'	Garden	
3313	Saxifragaceae	SAXIFRAGA aretioides	Garden	
3314	Saxifragaceae	SAXIFRAGA brunonis	Garden	
3315	Saxifragaceae	SAXIFRAGA burseriana	Garden	
3316	Saxifragaceae	SAXIFRAGA burseriana 'Mangart'	Garden	
3317	Saxifragaceae	SAXIFRAGA burseriana f. minor	Garden	
3318	Saxifragaceae	SAXIFRAGA caesia	Garden	
3319	Saxifragaceae	SAXIFRAGA callosa subsp. callosa var.  australis f. Lantoscana Superba	Garden	
3320	Saxifragaceae	SAXIFRAGA canaliculata	Garden	
3321	Saxifragaceae	SAXIFRAGA x canis-dalmatica 'Spotted Dog'	Garden	
3322	Saxifragaceae	SAXIFRAGA catalaunica	Garden	
3323	Saxifragaceae	SAXIFRAGA corymbosa	Garden	
3324	Saxifragaceae	SAXIFRAGA crustata	Garden	
3325	Saxifragaceae	SAXIFRAGA x engleri	Garden	
3326	Saxifragaceae	SAXIFRAGA federici-augusti subsp. grisebachii	Garden	
3327	Saxifragaceae	SAXIFRAGA felineri	Garden	
3328	Saxifragaceae	SAXIFRAGA granulata	Garden	
3329	Saxifragaceae	SAXIFRAGA hostii subsp. hostii	Garden	
3330	Saxifragaceae	SAXIFRAGA hostii subsp. rhaetica	Garden	
3331	Saxifragaceae	SAXIFRAGA iranica	Garden	
3332	Saxifragaceae	SAXIFRAGA longifolia	Garden	
3333	Saxifragaceae	SAXIFRAGA luteoviridis	Garden	
3334	Saxifragaceae	SAXIFRAGA magellanica	Garden	
3335	Saxifragaceae	SAXIFRAGA marginata	Garden	
3336	Saxifragaceae	SAXIFRAGA nivalis	Garden	
3337	Saxifragaceae	SAXIFRAGA oppositifolia	Garden	
3338	Saxifragaceae	SAXIFRAGA oppositifolia 'Saint Kilda'	Garden	
3339	Saxifragaceae	SAXIFRAGA oppositifolia 'Seren Y Gwanwyn'	Garden	
3340	Saxifragaceae	SAXIFRAGA oppositifolia 'Theoden'	Garden	
3341	Saxifragaceae	SAXIFRAGA paniculata	Garden	
3342	Saxifragaceae	SAXIFRAGA paniculata 'Lutea'	Garden	
3343	Saxifragaceae	SAXIFRAGA paniculata 'Minutifolia'	Garden	
3344	Saxifragaceae	SAXIFRAGA paniculata subsp. paniculata ex Italy	Garden	
3345	Saxifragaceae	SAXIFRAGA pubescens 'Snowcap'	Garden	
3346	Saxifragaceae	SAXIFRAGA pubescens subsp. iratiana	Garden	
3347	Saxifragaceae	SAXIFRAGA pulchra	Garden	
3348	Saxifragaceae	SAXIFRAGA x schottii 'Tabor'	Garden	
3349	Saxifragaceae	SAXIFRAGA sempervivum ex Mt Orelek	Garden	
3350	Saxifragaceae	SAXIFRAGA sibirica	Garden	
3351	Saxifragaceae	SAXIFRAGA vayredana	Garden	
3352	Caprifoliaceae	SCABIOSA caucasica	Garden	
3353	Caprifoliaceae	SCABIOSA caucasica 'Perfecta series'	Garden	
3354	Caprifoliaceae	SCABIOSA cinerea	Garden	
3355	Caprifoliaceae	SCABIOSA columbaria	Garden	
3356	Caprifoliaceae	SCABIOSA columbaria 'Flutter White'	Garden	
3357	Caprifoliaceae	SCABIOSA columbaria 'Nana'	Garden	
3358	Caprifoliaceae	SCABIOSA drakensbergensis	Garden	
3359	Caprifoliaceae	SCABIOSA georgica	Garden	
3360	Caprifoliaceae	SCABIOSA graminifolia	Garden	
3361	Caprifoliaceae	SCABIOSA japonica subsp. alpina	Garden	
3362	Caprifoliaceae	SCABIOSA lucida	Garden	
3363	Caprifoliaceae	SCABIOSA stellata 'Sternkugel'	Garden	
3364	Asphodelaceae	SCILLA amoena	Garden	
3365	Asphodelaceae	SCILLA autumnalis	Garden	
3366	Asphodelaceae	SCILLA bifolia	Garden	
3367	Asphodelaceae	SCILLA cilicica	Garden	
3368	Asphodelaceae	SCILLA cilicica RRW9628	Garden	
3369	Asphodelaceae	SCILLA forbesii	Garden	
3370	Asphodelaceae	SCILLA forbesii 'Pink Giant'	Garden	
3371	Asphodelaceae	SCILLA greilhuberi	Garden	
3372	Asphodelaceae	SCILLA haemorrhoidalis	Garden	
3373	Asphodelaceae	SCILLA ingridiae subsp. taurica	Garden	
3374	Asphodelaceae	SCILLA liliohyacinthus	Garden	
3375	Asphodelaceae	SCILLA litardierei	Garden	
3376	Asphodelaceae	SCILLA messeniaca	Garden	
3377	Asphodelaceae	SCILLA monophyllos	Garden	
3378	Asphodelaceae	SCILLA morrisii	Garden	
3379	Asphodelaceae	SCILLA peruviana	Garden	
3380	Asphodelaceae	SCILLA puschkinioides	Garden	
3381	Asphodelaceae	SCILLA sardensis	Garden	
3382	Asphodelaceae	SCILLA scilloides	Garden	
3383	Asphodelaceae	SCILLA siberica	Garden	
3384	Asphodelaceae	SCILLA verna	Garden	
3385	Caryophyllaceae	SCLERANTHUS biflorus	Garden	
3386	Caryophyllaceae	SCLERANTHUS uniflorus	Garden	
3387	Liliaceae	SCOLIOPUS bigelovii	Garden	
3388	Asteraceae	SCORZONERA suberosa subsp. cariensis	Garden	
3389	Scrophulariaceae	SCROPHULARIA lanceolata	Garden	
3390	Scrophulariaceae	SCROPHULARIA macrantha	Garden	
3391	Lamiaceae	SCUTELLARIA alpina	Garden	
3392	Lamiaceae	SCUTELLARIA altissima	Garden	
3393	Lamiaceae	SCUTELLARIA baicalensis	Garden	
3394	Lamiaceae	SCUTELLARIA hastifolia	Garden	
3395	Lamiaceae	SCUTELLARIA incana	Garden	
3396	Lamiaceae	SCUTELLARIA laeteviolacea subsp. maekawae	Garden	
3397	Lamiaceae	SCUTELLARIA orientalis	Garden	
3398	Lamiaceae	SCUTELLARIA pinnatifida	Garden	
3399	Lamiaceae	SCUTELLARIA pontica	Garden	
3400	Lamiaceae	SCUTELLARIA resinosa	Garden	
3401	Lamiaceae	SCUTELLARIA salviifolia	Garden	
3402	Lamiaceae	SCUTELLARIA sevanensis	Garden	
3403	Lamiaceae	SCUTELLARIA supina	Garden	
3404	Fabaceae	SECURIGERA orientalis	Garden	
3405	Fabaceae	SECURIGERA varia	Garden	
3406	Crassulaceae	SEDUM spp. mixed	Garden	
3407	Crassulaceae	SEDUM album	Garden	
3408	Crassulaceae	SEDUM forsterianum subsp. elegans 'Silver Stone'	Garden	
3409	Crassulaceae	SEDUM oregonense	Garden	
3410	Crassulaceae	SEDUM pilosum	Garden	
3411	Crassulaceae	SEDUM viviparum	Garden	
3412	Apiaceae	SELINUM carvifolium	Garden	
3413	Apiaceae	SELINUM wallichianum	Garden	
3414	Ranunculaceae	SEMIAQUILEGIA 'Linnet's Lavender'	Garden	
3415	Ranunculaceae	SEMIAQUILEGIA adoxoides	Garden	
3416	Ranunculaceae	SEMIAQUILEGIA ecalcarata	Garden	
3417	Crassulaceae	SEMPERVIVUM hybs.	Garden	
3418	Crassulaceae	SEMPERVIVUM montanum	Garden	
3419	Asteraceae	SENECIO fuchsii	Garden	
3420	Asteraceae	SENECIO macrocephalus	Garden	
3421	Asteraceae	SENECIO polyodon	Garden	
3422	Asteraceae	SERRATULA coronata	Garden	
3423	Asteraceae	SERRATULA quinquefolia	Garden	
3424	Malvaceae	SIDALCEA candida	Garden	
3425	Malvaceae	SIDALCEA malviflora	Garden	
3426	Lamiaceae	SIDERITIS cypria	Garden	
3427	Lamiaceae	SIDERITIS dasygnaphala	Garden	
3428	Lamiaceae	SIDERITIS glacialis	Garden	
3429	Caryophyllaceae	SILENE 'Ray's Golden Campion'	Garden	
3430	Caryophyllaceae	SILENE acaulis	Garden	
3431	Caryophyllaceae	SILENE alpestris	Garden	
3432	Caryophyllaceae	SILENE argaea	Garden	
3433	Caryophyllaceae	SILENE x arkwrightii 'Vesuvius'	Garden	
3434	Caryophyllaceae	SILENE armeria	Garden	
3435	Caryophyllaceae	SILENE asterias	Garden	
3436	Caryophyllaceae	SILENE atropurpurea MESE402	Garden	
3437	Caryophyllaceae	SILENE chalcedonica	Garden	
3438	Caryophyllaceae	SILENE chalcedonica 'Pinkie'	Garden	
3439	Caryophyllaceae	SILENE chalcedonica f. albiflora	Garden	
3440	Caryophyllaceae	SILENE compacta	Garden	
3441	Caryophyllaceae	SILENE coronaria	Garden	
3442	Caryophyllaceae	SILENE coronaria pink & white mix	Garden	
3443	Caryophyllaceae	SILENE coronaria purple	Garden	
3444	Caryophyllaceae	SILENE coronaria 'Alba'	Garden	
3445	Caryophyllaceae	SILENE coronaria 'Angel's Blush'	Garden	
3446	Caryophyllaceae	SILENE coronaria 'Oculata Group'	Garden	
3447	Caryophyllaceae	SILENE dioica	Garden	
3448	Caryophyllaceae	SILENE elisabethae	Garden	
3449	Caryophyllaceae	SILENE falcata	Garden	
3450	Caryophyllaceae	SILENE fimbriata	Garden	
3451	Caryophyllaceae	SILENE flos-cuculi f. congesta	Garden	
3452	Caryophyllaceae	SILENE flos-jovis	Garden	
3453	Caryophyllaceae	SILENE flos-jovis dwarf	Garden	
3454	Caryophyllaceae	SILENE fruticosa	Garden	
3455	Caryophyllaceae	SILENE fulgens	Garden	
3456	Caryophyllaceae	SILENE hookeri	Garden	
3457	Caryophyllaceae	SILENE hookeri subsp. ingramii	Garden	
3458	Caryophyllaceae	SILENE hookeri subsp. pulverulenta	Garden	
3459	Caryophyllaceae	SILENE keiskei f. alba	Garden	
3460	Caryophyllaceae	SILENE keiskei f. minor	Garden	
3461	Caryophyllaceae	SILENE latifolia	Garden	
3462	Caryophyllaceae	SILENE macrantha	Garden	
3463	Caryophyllaceae	SILENE nutans	Garden	
3464	Caryophyllaceae	SILENE nutans 'Confetti'	Garden	
3465	Caryophyllaceae	SILENE pendula	Garden	
3466	Caryophyllaceae	SILENE petersonii	Garden	
3467	Caryophyllaceae	SILENE pusilla	Garden	
3468	Caryophyllaceae	SILENE pusilla f. alba	Garden	
3469	Caryophyllaceae	SILENE regia	Garden	
3470	Caryophyllaceae	SILENE saxifraga	Garden	
3471	Caryophyllaceae	SILENE schafta	Garden	
3472	Caryophyllaceae	SILENE sieboldii	Garden	
3473	Caryophyllaceae	SILENE suecica	Garden	
3474	Caryophyllaceae	SILENE tatarica ex Finnmark Norway	Garden	
3475	Caryophyllaceae	SILENE uniflora	Garden	
3476	Caryophyllaceae	SILENE uralensis	Garden	
3477	Caryophyllaceae	SILENE viscaria	Garden	
3478	Caryophyllaceae	SILENE vulgaris	Garden	
3479	Caryophyllaceae	SILENE yunnanensis	Garden	
3480	Caryophyllaceae	SILENE zawadskii	Garden	
3481	Asteraceae	SILYBUM marianum	Garden	
3482	Asteraceae	SINACALIA tangutica	Garden	
3483	Berberidaceae	SINOPODOPHYLLUM hexandrum	Garden	
3484	Berberidaceae	SINOPODOPHYLLUM hexandrum subsp. chinense	Garden	
3485	Iridaceae	SISYRINCHIUM sp. white	Garden	
3486	Iridaceae	SISYRINCHIUM angustifolium	Garden	
3487	Iridaceae	SISYRINCHIUM biflorum	Garden	
3488	Iridaceae	SISYRINCHIUM californicum	Garden	
3489	Iridaceae	SISYRINCHIUM chilense	Garden	
3490	Iridaceae	SISYRINCHIUM depauperatum	Garden	
3491	Iridaceae	SISYRINCHIUM idahoense	Garden	
3492	Iridaceae	SISYRINCHIUM idahoense f. album	Garden	
3493	Iridaceae	SISYRINCHIUM idahoense subsp. bellum var.  'Rocky Point'	Garden	
3494	Iridaceae	SISYRINCHIUM macrocarpum	Garden	
3495	Iridaceae	SISYRINCHIUM micranthum	Garden	
3496	Iridaceae	SISYRINCHIUM montanum	Garden	
3497	Iridaceae	SISYRINCHIUM palmifolium	Garden	
3498	Iridaceae	SISYRINCHIUM striatum	Garden	
3499	Apiaceae	SMYRNIUM perfoliatum	Garden	
3500	Primulaceae	SOLDANELLA carpatica	Garden	
3501	Primulaceae	SOLDANELLA cyanaster	Garden	
3502	Primulaceae	SOLDANELLA montana	Garden	
3503	Asteraceae	SOLIDAGO canadensis	Garden	
3504	Fabaceae	SOPHORA davidii	Garden	
3505	Fabaceae	SOPHORA microphylla	Garden	
3506	Rosaceae	SORBUS 'Astrid'	Garden	
3507	Rosaceae	SORBUS 'Eastern Promise'	Garden	
3508	Rosaceae	SORBUS 'Pink Pearl'	Garden	
3509	Rosaceae	SORBUS 'Red Tip'	Garden	
3510	Rosaceae	SORBUS cashmiriana	Garden	
3511	Rosaceae	SORBUS filipes	Garden	
3512	Rosaceae	SORBUS fruticosa Rock13268	Garden	
3513	Rosaceae	SORBUS hupehensis	Garden	
3514	Rosaceae	SORBUS poteriifolia	Garden	
3515	Rosaceae	SORBUS randaiensis B&SWJ3202 orange fruit	Garden	
3516	Rosaceae	SORBUS reducta	Garden	
3517	Rosaceae	SORBUS reducta non-suckering	Garden	
3518	Rosaceae	SORBUS vilmorinii	Garden	
3519	Iridaceae	SPARAXIS roxburghii	Garden	
3520	Iridaceae	SPARAXIS villosa	Garden	
3521	Amaryllidaceae	SPILOXENE canaliculata ?	Garden	
3522	Rosaceae	SPIRAEA morrisonicola	Garden	
3523	Amaryllidaceae	SPREKELIA formosissima	Garden	
3524	Lamiaceae	STACHYS inflata	Garden	
3525	Lamiaceae	STACHYS macrantha	Garden	
3526	Lamiaceae	STACHYS minor	Garden	
3527	Lamiaceae	STACHYS monieri	Garden	
3528	Lamiaceae	STACHYS monieri 'Humelo'	Garden	
3529	Lamiaceae	STACHYS nivea	Garden	
3530	Staphyleaceae	STAPHYLEA bumalda	Garden	
3531	Staphyleaceae	STAPHYLEA pinnata	Garden	
3532	Staphyleaceae	STAPHYLEA trifolia	Garden	
3533	Lardizabalaceae	STAUNTONIA hexaphylla	Garden	
3534	Amaryllidaceae	STERNBERGIA greuteriana	Garden	
3535	Amaryllidaceae	STERNBERGIA greuteriana aff. ex Karpathos	Garden	
3536	Amaryllidaceae	STERNBERGIA lutea	Garden	
3537	Amaryllidaceae	STERNBERGIA sicula	Garden	
3538	Amaryllidaceae	STERNBERGIA sicula 'John Marr' JRM3186/75	Garden	
3539	Poaceae	STIPA apertifolia	Garden	
3540	Poaceae	STIPA gigantea	Garden	
3541	Poaceae	STIPA tenuissima	Garden	
3542	Poaceae	STIPA tirsa	Garden	
3543	Asteraceae	STOKESIA laevis	Garden	
3544	Acanthaceae	STROBILANTHES atropurpurea	Garden	
3545	Papaveraceae	STYLOPHORUM diphyllum	Garden	
3546	Papaveraceae	STYLOPHORUM lasiocarpum	Garden	
3547	Caprifoliaceae	SUCCISA pratensis	Garden	
3548	Caprifoliaceae	SUCCISELLA inflexa	Garden	
3549	Gentianaceae	SWERTIA alternifolia	Garden	
3550	Asteraceae	SYNEILESIS aconitifolia	Garden	
3551	Asteraceae	SYNEILESIS intermedia	Garden	
3552	Asteraceae	SYNEILESIS palmata	Garden	
3553	Plantaginaceae	SYNTHYRIS missurica	Garden	
3554	Talinaceae	TALINUM paniculatum	Garden	
3555	Asteraceae	TANACETUM coccineum pink	Garden	
3556	Asteraceae	TANACETUM coccineum red	Garden	
3557	Asteraceae	TANACETUM parthenium	Garden	
3558	Asteraceae	TANACETUM parthenium 'Aureum'	Garden	
3559	Asteraceae	TANACETUM parthenium 'White Bonnet'	Garden	
3560	Asteraceae	TANACETUM sericeum	Garden	
3561	Asteraceae	TARAXACUM albidum	Garden	
3562	Asteraceae	TARAXACUM leucanthum	Garden	
3563	Asteraceae	TARAXACUM pamiricum	Garden	
3564	Asteraceae	TARAXACUM pseudoroseum	Garden	
3565	Asteraceae	TARAXACUM rubifolium	Garden	
3566	Asteraceae	TARAXACUM sublaciniosum 'Delikatess'	Garden	
3567	Tecophilaeaceae	TECOPHILAEA cyanocrocus	Garden	
3568	Tecophilaeaceae	TECOPHILAEA cyanocrocus mixed forms	Garden	
3569	Tecophilaeaceae	TECOPHILAEA violiflora	Garden	
3570	Asteraceae	TELEKIA speciosa	Garden	
3571	Saxifragaceae	TELESONIX jamesii	Garden	
3572	Saxifragaceae	TELLIMA grandiflora	Garden	
3573	Saxifragaceae	TELLIMA grandiflora Rubra Group	Garden	
3574	Lamiaceae	TEUCRIUM flavum	Garden	
3575	Lamiaceae	TEUCRIUM hircanicum	Garden	
3576	Lamiaceae	TEUCRIUM hircanicum f. roseum	Garden	
3577	Lamiaceae	TEUCRIUM montanum	Garden	
3578	Lamiaceae	TEUCRIUM pyrenaicum	Garden	
3579	Ranunculaceae	THALICTRUM alpinum	Garden	
3580	Ranunculaceae	THALICTRUM aquilegiifolium	Garden	
3581	Ranunculaceae	THALICTRUM aquilegiifolium f. album	Garden	
3582	Ranunculaceae	THALICTRUM dasycarpum	Garden	
3583	Ranunculaceae	THALICTRUM delavayi	Garden	
3584	Ranunculaceae	THALICTRUM delavayi f. album	Garden	
3585	Ranunculaceae	THALICTRUM delavayi subsp. decorum	Garden	
3586	Ranunculaceae	THALICTRUM flavum	Garden	
3587	Ranunculaceae	THALICTRUM flavum subsp. glaucum	Garden	
3588	Ranunculaceae	THALICTRUM isopyroides	Garden	
3589	Ranunculaceae	THALICTRUM isopyroides ex Afghanistan	Garden	
3590	Ranunculaceae	THALICTRUM lucidum	Garden	
3591	Ranunculaceae	THALICTRUM minus 'Adiantifolium'	Garden	
3592	Ranunculaceae	THALICTRUM pubescens	Garden	
3593	Ranunculaceae	THALICTRUM rochebrunnianum	Garden	
3594	Ranunculaceae	THALICTRUM speciosissimum	Garden	
3595	Ranunculaceae	THALICTRUM sphaerostachyum	Garden	
3596	Ranunculaceae	THALICTRUM tuberosum	Garden	
3597	Ranunculaceae	THALICTRUM uchiyamae	Garden	
3598	Fabaceae	THERMOPSIS villosa	Garden	
3599	Brassicaceae	THLASPI densiflorum	Garden	
3600	Brassicaceae	THLASPI minimum	Garden	
3601	Brassicaceae	THLASPI rotundifolium	Garden	
3602	Brassicaceae	THLASPI zaffranii	Garden	
3603	Saxifragaceae	TIARELLA wherryi	Garden	
