Seed #,Genus/species,Description,Origin
3095,Chrysolepis sempervirens,"white 2-3m California: Northern Sierra Nevada, Sierra Co 1823m 175",W
3096,Clarkia rhomboidea,pink 40cm Oregon: Black Butte 127,W
3097,Clarkia sp,Oregon: Cascade Mtns 64,W
3098,Clematis alpina ssp sibirica,Kazakhstan: Trans-Ili Ala-Tau 174,W
3099,Clematis lasiantha,"creamy-white 3-6m California: C Sierra Nevada Foothills, Mariposa Co 609m 175",W
3100,Clematis occidentalis v dissecta,"violet-purple 75-100cm Washington: Wenatchee Mtns, Kittitas Co 1794m 175",W
3101,Clematis viorna,pink to 4m North Carolina: Watauga Co 62,W
3102,Clintonia borealis,"15-25cm Vermont: Morristown, Lamoille Co 48",W
3103,Clintonia borealis,greenish yellow 25cm Maine: at sea level 21,W
3104,Clintonia borealis,yellow 10-15cm Michigan: Alger Co 12,W
3105,Clintonia borealis,yellow 30cm New Hampshire: Hillsboro Co 137,W
3106,Cornus canadensis,white 10cm Maine: at sea level 21,W
3107,Cornus nuttalli,California: SW San Bernardino Mtns 1720m 177,W
3108,Cornus nuttalli,"white 4-6m California: Northern Sierra Nevada, Sierra Co 1500m 175",W
3109,Cornus sessilis,"white 4m California: Northern Sierra Nevada, Sierra Co 907m 175",W
3110,Cremanthodium campanulatum,"China: Daxue Shan, Yunnan 174",W
3111,Cryptantha paradoxa,white 5cm Utah: Duchesne Co 164,W
3112,Cucurbita foetidissima,yellow flr/blue lvs vine 30cm Utah: Kane Co 80,W
3113,Cypripedium acaule,"pink 10-45cm Canada: Hillgrove, Nova Scotia 94",W
3114,Delphinium glaucum,purple 150cm Oregon: Mt Ashland 2073m 127,W
3115,Desmodium ciliare,blue/purple 50cm Massachusetts: West Tisbury 125,W
3116,Dichelostemma congestum,"blue-purple 40-50cm California: Inner North Coast Ranges, Lake Co 506m 175",W
3117,Dichelostemma multiflorum,"pale violet 30-40cm California: N Sierra Nevada Foothills, Butte Co 678m 175",W
3118,Dichelostemma volubile,"rose-pink 0.5-1m twining California: C Sierra Nevada Foothills, Mariposa Co 831m 175",W
3119,Diplacus grandiflorus,"melon orange 20cm California: N Sierra Nevada Foothills, Nevada Co 756m 175",W
3120,Dodecatheon amethystinum,purple/red 30cm Pennsylvania: Lancaster Co 50,W
3121,Dodecatheon hendersonii,"pink 20cm Canada: Victoria, BC 187",W
3122,Dodecatheon hendersonii,"violet 20cm Oregon: Klamath Mtns, Douglas Co 246m 175",W
3123,Dodecatheon jeffreyi,"lavender-violet 20-30cm California: High North Coast Ranges, Glenn Co 175",W
3124,Dodecatheon jeffreyi,pink 30cm Oregon: Cascade Mtns 64,W
3125,Draperia systyla,"white-pale lavender 10-20cm California: Northern Sierra Nevada, Plumas Co 1438m 175",W
3126,Dryas octopetala ssp hookeriana,white 5cm Colorado: Summit Co 78,W
3127,Dudleya abramsii ssp affinis,California: San Bernardino Mtns 2260m 177,W
3128,Echinacea pallida,"pink 90-100cm Arkansas: Ozark Prairie, Boone Co 28",W
3129,Echinacea paradoxa,"yellow 40-90m Missouri: Dolomite Glades, Taney Co 28",W
3130,Ehrendorferia (Dicentra) chrysantha,"dark yellow 1m California: C Sierra Nevada Foothills, Mariposa Co 856m 175",W
3131,Elymus hystrix,Michigan: Kent Co 141,W
3132,Emmenanthe penduliflora v penduliflora,"pale yellow flr/fragrant lvs 30cm California: Inner North Coast Ranges, Lake Co 614m 175",W
3133,Epilobium canum ssp canum,"California: San Jacinto Mtns, Riverside Co 1845m 177",W
3134,Epilobium canum ssp latifolium,California: SW San Bernardino Mtns 1725m 177,W
3135,Epilobium canum ssp latifolium,"red 20cm California: Northern Sierra Nevada, Sierra Co 1392m 175",W
3136,Eremogone (Arenaria) congesta v crassula,"white 10-20cm California: High North Coast Ranges, Glenn Co 2064m 175",W
3137,Eremogone (Arenaria) hookeri v hookeri,white 2.5cm Utah: Duchesne Co 164,W
3138,Eremurus altaicus,Kazakhstan: Trans-Ili Ala-Tau 174,W
3139,Ericameria cuneata,"California: Laguna Mtns, San DIego Co 1665m 177",W
3140,Ericameria nauseosa,yellow 30cm Oregon: Crane Prairie 1402m 127,W
3141,Ericameria nauseosa v nauseosa,yellow 60cm Colorado: Boulder Co 132,W
3142,Erigeron aurantiacus,Kazakhstan: Trans-Ili Ala-Tau 174,W
3143,Erigeron compositus,white 6cm Colorado 2134m 52,W
3144,Eriogonum compositum,yellow Oregon: Klamath Co 71,W
3145,Eriogonum diclinum,"bright yellow flr/silver-blue lvs 2-4cm California: Siskiyou Mtns, Siskiyou Co 2110m 175",W
3146,Eriogonum umbellatum v modocense,"lemon yellow/orange-red tints 10-20cm California: N Sierra Nevada, Sierra Co serpentine 1735m 175",W
3147,Eriogonum umbellatum v modocense,"lemon yellow/orange-red tints 20-25cm California: Siskiyou Mtns, Siskiyou Co blue schist 1978m 175",W
3148,Eriogonum umbellatum v polyanthum (cf),"yellow 20-30cm California: N Sierra Nevada, Sierra Co serpentine 1402m 175",W
3149,Eriogonum ursinum v ursinum,pale yellow 4-10cm California: N Sierra Nevada Sierra Co volcanic tuff 1707m 175,W
3150,Eriogonum ursinum v ursinum,"pale yellow 4-10cm California: N Sierra Nevada, Sierra Co serpentine 1402m 175",W
3151,Eriophorum angustifolium,"Washington: Miner's Ridge, Pierce Co 1820m 177",W
3152,Eriophyllum confertiflorum,California: S Central San Bernardino Mtns 2345m 177,W
3153,Eritrichium tianschanicum,Kazakhstan: Trans-Ili Ala-Tau 174,W
3154,Eryngium yuccifolium,"50-60cm Arkansas: Ozark Prairie, Boone Co 28",W
3155,Erysimum arenicola,"yellow 10cm Canada: Vancouver Island, BC 2000m 187",W
3156,Erythronium citrinum v citrinum,"creamy-white 10-15cm Oregon: Siskiyou Mtns, Josephine Co 2060m 175",W
3157,Erythronium grandiflorum,"yellow 25cm Canada: Cascades, BC 64",W
3158,Erythronium grandiflorum,yellow 20cm Oregon: Dutchman Peak 2073m 127,W
3159,Erythronium grandiflorum ssp grandiflorum,"yellow 20-30cm Washington: Wenatchee Mtns, Kittitas Co 1768m 175",W
3160,Erythronium montanum,white 20cm Oregon: Mt Hood 104,W
3161,Erythronium multiscapideum,"white 10-15cm California: N Sierra Nevada Foothills, Butte Co 701m 175",W
3162,Erythronium oregonum ssp leucandrum,"pale cream 10-15cm Oregon: Klamath Mtns, Douglas Co ultramafic substrate 175",W
3163,Erythronium revolutum,"pink 10cm Canada: Vancouver Island, BC 187",W
3164,Frangula californica,California: SW San Bernardino Mtns 1865m 177,W
3165,Frangula caroliniana,red frt to 11m Virginia: Scott Co 176,W
3166,Frasera albicaulis v nitida,"dark blue 30cm Oregon: Siskiyou Mtns, Jackson Co 1492m 175",W
3167,Frasera speciosa,green 1.5m Utah: La Sal Mtns 78,W
3168,Frasera speciosa,"yellow-green/purple spots 1-1.5m California: High North Coast Ranges, Glenn Co 1973m 175",W
3169,Fraxinus dipetala,"white 3-5m California: C Sierra Nevada Foothills, Mariposa Co 175",W
3170,Fritillaria affinis,"brown/yellow 45cm Canada: Ruxton Island, BC 187",W
3171,Fritillaria affinis,"darker forms 15-25cm California: Inner North Coast Ranges, Lake Co 460m 175",W
3172,Fritillaria affinis,"green-yellow/fine red-brown mottling 30-50cm California: Inner North Coast Ranges, Lake Co 1128m 175",W
3173,Fritillaria affinis,tan 25cm California: Ukiah 24,W
3174,Fritillaria pudica,yellow 20cm Washington: N Cascades Hwy 64,W
3175,Fritillaria purdyi,"translucent white/brown striations 5-10cm California: High North Coast Ranges, Glenn Co 2019m 175",W
3176,Fritillaria recurva,"red 50-75cm California: High North Coast Ranges, Glenn Co 1626m 175",W
3177,Fritillaria striata,"white 20cm California: Tejon Ranch Conservancy, Kern Co 18",W
3178,Gagea (Lloydia) serotina,white/yellow 20cm Colorado: Hoosier Pass 154,W
3179,Gaillardia pinnatifida,red/yellow 45cm Colorado 1890m 52,W
3180,Genista tinctoria (PI),Czech Republic: SE Moravia 93,W
3181,Gentianella amarella,purple 25cm Oregon: Coast 64,W
3182,Gentianopsis barbata,"China: Zhongdian, NapaHai, Yunnan 174",W
3183,Geranium maculatum,pink 38cm Connecticut: New Hartford 163,W
3184,Geum peckii,yellow 40cm New Hampshire: Coos Co 137,W
3185,Gillenia trifoliata,white 60cm Ohio: Vinton Co 7,W
3186,Hastingsia alba,white 40cm California: Hornbrook 671m 127,W
3187,Helenium bigelovii,yellow 50cm Oregon: Mt Ashland 2073m 127,W
3188,Helianthus mollis,"yellow 70-80cm Arkansas: Ozark Prairie, Boone Co 28",W
3189,Helianthus occidentalis,"yellow 90-100cm Arkansas: Ozark Prairie, Boone Co 28",W
3190,Hesperoyucca whipplei,"California: Laguna Mtns, San DIego Co 1670m 177",W
3191,Hesperoyucca whipplei,California: NW San Bernardino Mtns 1470m 177,W
3192,Hesperoyucca whipplei,"California: San Jacinto Mtns, Riverside Co 1815m 177",W
3193,Hesperoyucca whipplei,California: SW San Bernardino Mtns 1430m 177,W
3194,Heteromeles arbutifolia,"California: Laguna Mtns, San DIego Co 1420m 177",W
3195,Heuchera micrantha v diversifolia,"white 50cm/panicles 10cm Washington: Cascade Range, Kittitas Co 1252m 175",W
3196,Heuchera parviflora,"light yellow 25cm Colorado: Glade Park, Mesa Co 78",W
3197,Heuchera villosa,white 30cm North Carolina: Watauga Co 62,W
3198,Hosackia (Lotus) crassifolia,purple 100cm Oregon: Black Butte 127,W
3199,Hydrangea arborescens,white 125cm Ohio: Vinton Co 7,W
3200,Hypericum hirsutum,Czech Republic: SE Moravia 93,W
3201,Ilex mucronata (moist packed),insignificant flr/bright red frt 180cm Massachusetts: Tolland 54,W
3202,Ionactis (Aster) linariifolia,lavender 22cm Connecticut: Canton 163,W
3203,Ipomoea leptophylla,lavender/pink to 90cm Colorado: Douglas Co 1890m 144,W
3204,Ipomopsis aggregata ssp aggregata,"red 30cm Washington: Wenatchee Mtns, Kittitas Co 1806m 175",W
3205,Iris chrysophylla,"pale yellow/violet veining 10-20cm Oregon: Klamath Mtns, Douglas Co 1083m 175",W
3206,Iris chrysophylla,white/violet 20cm Oregon: Donomore 1890m 127,W
3207,Iris hookeri,blue 25cm Maine: Washington Co 137,W
3208,Iris macrosiphon,"yellow/dark brown veining 10-20cm California: Inner North Coast Ranges, Lake Co 1131m 175",W
3209,Juniperus californica,"glaucous blue berries 4-8m California: Inner North Coast Ranges, Glenn Co 307m 175",W
3210,Kalmia microphylla v occidentalis,rose 25-30cm Oregon: Cascades 64,W
3211,Keckiella breviflora v glabrisepala,"cream-pink/rose-purple lined 50-100cm California: High North Coast Ranges, Glenn Co 1755m 175",W
3212,Keckiella breviflora v glabrisepala,"cream-pink/rose-purple lined/glaucous lvs 1-1.5m California: Inner North Coast Ranges, Lake Co 986m 175",W
3213,Keckiella corymbosa,"carmine red 10-15cm California: High North Coast Ranges, Mendocino Co 1720m 175",W
3214,Keckiella corymbosa,"scarlet red 15-20cm California: Inner North Coast Ranges, Lake Co 1134m 175",W
3215,Keckiella ternata,California: SW San Bernardino Mtns 1150m 177,W
3216,Leptarrhena pyrolifolia,"Washington: Miner's Ridge, Pierce Co 1820m 177",W
3217,Liatris mucronata,"purple 60cm Missouri: Dolomite Glades, Taney Co 28",W
3218,Liatris punctata,purple 45cm Colorado: Boulder Co 132,W
3219,Lilium columbianum,"orange 75cm Canada: Cascades, BC 64",W
3220,Lilium columbianum,"orange-yellow 1-1.5m Washington: Cascade Range, Kittitas Co 1111m 175",W
3221,Lilium humboldtii ssp ocellatum,California: SE San Bernardino Mtns 1600m 177,W
3222,Lilium pardalinum ssp pardalinum,"orange/red tips 75-100cm California: Northern Sierra Nevada, Plumas Co 1536m 175",W
3223,Lilium pardalinum ssp vollmeri,"orange-red 1-1.5m Oregon: Siskiyou Mtns, Jackson Co 1974m 175",W
3224,Lilium parryi,"California: San Bernardino Mtns, Big Bear Lake 2300m 177",W
3225,Lilium parryi,California: SE San Bernardino Mtns 2125m 177,W
3226,Lilium washingtonianum ssp purpurascens,"white/purple throat 1.5-2m Oregon: Siskiyou Mtns, Josephine Co 1078m 175",W
3227,Lobelia siphilitica,Michigan: Barry Co 141,W
3228,Lobelia siphilitica,Virginia: Grayson Co 79,W
3229,Lobelia spicata,light purple 20-120cm Virginia: Scott Co 176,W
3230,Lomatium canbyi,cream 20cm Oregon: Dutchman Peak 2073m 127,W
3231,Lomatium nudicaule,Canada 161,W
3232,Lomatium nudicaule,"yellow 40cm Canada: Victoria, BC 187",W
3233,Lomatium nudicaule,yellow 40cm Oregon: Donomore 1920m 127,W
3234,Lomatium nudicaule,yellow 30cm Oregon: E of Shaniko 64,W
3235,Lomatium utriculatum,"yellow 10cm Canada: Victoria, BC 187",W
3236,Lonicera hispidula,"dark pink 1-2m California: N Sierra Nevada Foothills, Nevada Co 777m 175",W
3237,Luetkea pectinata,"Washington: Miner's Ridge, Pierce Co 1820m 177",W
3238,Lupinus albicaulis v shastensis,purple 40cm Oregon: Diamond Lake 1046m 127,W
3239,Lupinus andersonii,lilac 120cm Oregon: Jackson Gap 2134m 127,W
3240,Lupinus argenteus,white/lavender 30-45cm Colorado: Douglas Co 1890m 144,W
3241,Lupinus perennis,blue 60cm Michigan: Kent Co 141,W
3242,Lygodesmia grandiflora,light purple 15cm Colorado: Mesa Co 78,W
3243,Lysimachia quadrifolia,yellow 50cm Ohio: Vinton Co 7,W
3244,Maianthemum (Smilacina) racemosum,Michigan: Kent Co 141,W
3245,Maianthemum (Smilacina) racemosum,white 40cm Maine: Jackson 101,W
3246,Maihuenia poeppigii,Chile: Shangri-La 174,W
3247,Malacothamnus fremontii (cf),California: NE San Bernardino Mtns 2240m 177,W
3248,Meconopsis integrifolia,"China: Daxue Shan, Yunnan 174",W
3249,Medeola virginiana,"20-30cm Massachusetts: Chesterfield, Hampshire Co 48",W
3250,Medeola virginiana,"yellowish green 20-40cm Canada: Graywood, Nova Scotia 94",W
3251,Medeola virginiana (moist packed),green 30cm Maine: Paris 105,W
3252,Mentzelia laevicaulis,yellow 150cm California: Scott Valley 914m 127,W
3253,Mentzelia nuda,white 60-90cm Colorado: Douglas Co 1750m 144,W
3254,Mikania scandens (PI),white to 4m North Carolina: Guilford Co 62,W
3255,Mimulus cardinalis,"red/yellow 50-60cm California: Inner North Coast Ranges, Lake Co 488m 175",W
3256,Mimulus ringens,light violet 60cm Connecticut: New Hartford 163,W
3257,Monarda luteola,yellow 40cm Texas: Henderson Co 28,W
3258,Monardella odoratissima ssp discolor,"rose-violet 15-20cm Washington: E Cascade Foothills, Yakima Co 800m 175",W
3259,Monardella sheltonii,"rose-lavender 20-30cm Oregon: Klamath Mtns, Josephine Co 594m 175",W
3260,Monotropa uniflora,Connecticut: Southeast 178,W
3261,Nama (Eriodictyon) lobbii,"red-purple 10cm California: Northern Sierra Nevada, Plumas Co 1665m 175",W
3262,Narthecium californicum,"yellow 30cm Oregon: Siskiyou Mtns, Josephine Co 556m 175",W
3263,Nassauvia glomerata,Chile: Lagunas de Teno 174,W
3264,Nothochelone nemorosa,"dark red-purple 30cm Washington: Cascade Range, Kittitas Co 1111m 175",W
3265,Odontostomum hartwegii,"cream 20-30cm California: C Sierra Nevada Foothills, Mariposa Co 621m 175",W
3266,Oenothera pallida,white 25cm Washington: near Hancock Military Reserve 64,W
3267,Opuntia sp,long white spines 40cm Arizona: Page 1255m 80,W
3268,Orthocarpus cuspidatus,pink 20cm Oregon: Mt Ashland 2073m 127,W
3269,Orthocarpus cuspidatus ssp cuspidatus,"white/bright rose bracts 10-15cm Oregon: Siskiyou Mtns, Jackson Co 2069m 175",W
3270,Osmundastrum cinnamomeum,60-90cm New York: Central 33,W
3271,Paraquilegia anemonoides,Kazakhstan: Trans-Ili Ala-Tau 174,W
3272,Parnassia palustris,white 30cm Oregon: Dutchman Peak 2073m 127,W
3273,Parnassia palustris,"white 10-15cm Oregon: Siskiyou Mtns, Jackson Co 2095m 175",W
3274,Passiflora lutea,pale yellow vine 122cm North Carolina: Wake Co 80,W
3275,Pedicularis groenlandica,"Washington: Miner's Ridge, Pierce Co 1820m 177",W
3276,Pedicularis groenlandica,pink 60cm Oregon: Crane Prairie 1402m 127,W
3277,Penstemon azureus ssp angustissimus,"dark blue-purple/red-violet tube/narrow lvs 25-35cm California: High North Coast Ranges, Mendocino Co 1889m 175",W
3278,Penstemon azureus ssp azureus,"blue 15-20cm California: Inner N Coast Ranges, Tehama Co serpentine substrate 934m 175",W
3279,Penstemon azureus ssp azureus,"blue/red-violet 20-25cm California: High N Coast Ranges, Tehama Co schist substrate 1462m 175",W
3280,Penstemon caesius,California: S Central San Bernardino Mtns 2345m 177,W
3281,Penstemon caesius,"California: San Bernardino Mtns, Big Bear Lake 2300m 177",W
3282,Penstemon cardwellii,purple 20cm Oregon: Santiam Pass 1463m 127,W
3283,Penstemon cardwellii,purple 25cm Washington: Mt St Helen 64,W
3284,Penstemon centranthifolius (cf),California: NW San Bernardino Mtns 1460m 177,W
3285,Penstemon cinicola,purple-blue 30cm Oregon: Crane Prairie 1402m 127,W
3286,Penstemon deustus,white 30cm California: Hornbrook 671m 127,W
3287,Penstemon deustus v pedicellatus,"white/brown penciling 25cm California: Northern Sierra Nevada, Plumas Co 1555m 175",W
3288,Penstemon digitalis,Michigan: Kent Co 141,W
3289,Penstemon digitalis,pale pink 90cm North Carolina: Wake Co 80,W
3290,Penstemon fruticosus,pale blue 15cm Washington: Central Cascade Mtns 1500m 134,W
3291,Penstemon fruticosus,"purple 30cm Canada: E of Princeton, BC 64",W
3292,Penstemon gairdneri v gairdneri,"rose-purple 10cm Washington: E Cascade Range, Yakima Co 1816m 175",W
3293,Penstemon grinnellii,"California: San Bernardino Mtns, Big Bear Lake 177",W
3294,Penstemon humilis v humilis,"dark blue 20cm Washington: E Cascade Range, Yakima Co 1816m 175",W
3295,Penstemon humilis v humilis,purple 40cm Oregon: Black Butte 1036m 127,W
3296,Penstemon labrosus,California: S Central San Bernardino Mtns 2345m 177,W
3297,Penstemon labrosus,California: SW San Bernardino Mtns 1830m 177,W
3298,Penstemon laetus v leptosepalus,"dark blue 20cm California: Cascade Range, Tehama Co 1192m 175",W
3299,Penstemon neotericus,"lavender blue-violet California: Northern Sierra Nevada, Plumas Co 1665m 175",W
3300,Penstemon newberryi ssp newberryi,"bright rose-red 10-15cm California: Northern Sierra Nevada, Plumas Co 1814m 175",W
3301,Penstemon palmeri,pink 120cm Utah: Beaver Dam Mtns 1067m 86,W
3302,Penstemon parvulus,"dark purple-blue 10-20cm Oregon: Siskiyou Mtns, Jackson Co 175",W
3303,Penstemon platyphyllus,lavender 20cm Utah: Davis Co 1707m 164,W
3304,Penstemon procerus v brachyanthus,purple 30cm Oregon: Santiam Pass 1463m 127,W
3305,Penstemon pruinosus,"dark blue 10-15cm Washington: Wenatchee Mtns, Kittitas Co 1808m 175",W
3306,Penstemon richardsonii v richardsonii,"rose-red 15cm Washington: E Cascade Foothills, Yakima Co 696m 175",W
3307,Penstemon roezlii,"blue-purple 15-20cm California: Northern Sierra Nevada, Plumas Co 1877m 175",W
3308,Penstemon rostriflorus,California: NE San Bernardino Mtns 2240m 177,W
3309,Penstemon rostriflorus (cf) (P. labrosus?),California: SW San Bernardino Mtns 1865m 177,W
3310,Penstemon rupicola x fruticosus,"lavender-blue to rose-red 5-15cm Washington: Cascade Range, Kittitas Co 175",W
3311,Penstemon rydbergii v oreocharis,"dark blue 15-25cm California: High North Coast Ranges, Glenn Co 175",W
3312,Penstemon serrulatus,"purple 20cm Washington: Cascade Range, Kittitas Co 1361m 175",W
3313,Penstemon speciosus,"bright blue 40-50cm Washington: E Cascade Foothills, Yakima Co 696m 175",W
3314,Penstemon virens,blue 25cm Colorado 2073m 52,W
3315,Penstemon virens,"blue 20cm Colorado: Geneva Peak, Park Co 3025m 144",W
3316,Peucedanum cervaria,Czech Republic: SE Moravia 93,W
3317,Phacelia procera,white 70cm Oregon: Jackson Gap 2134m 127,W
3318,Phacelia sericea,"blue Canada: Vancouver Island, BC 2000m 187",W
3319,Phoenicaulis cheiranthoides,"violet 5-10cm California: High North Coast Ranges, Mendocino Co 1707m 175",W
3320,Phyllodoce caerulea,pink 20cm New Hampshire: Coos Co 137,W
3321,Phyllodoce empetriformis,"pink 20cm Canada: Coast Mtns, BC 64",W
3322,Physostegia virginiana ssp praemorsa,pink to 150cm Virginia: Scott Co 176,W
3323,Pityopsis falcata,yellow 30cm Massachusetts: West Tisbury 125,W
3324,Polemonium californicum,"blue 15cm Washington: Wenatchee Mtns, Kittitas Co 1784m 175",W
3325,Polemonium occidentale,"blue 30-50cm Washington: Wenatchee Mtns, Kittitas Co 1733m 175",W
3326,Polygonatum biflorum,Michigan: Kent Co 141,W
3327,Polygonatum biflorum (tetraploid form),100-120cm Massachusetts: Northampton 48,W
3328,Polygonatum pubescens,"20-30cm Massachusetts: Granby, Hampshire Co 48",W
3329,Polystichum acrostichoides,30-60cm New York: Central 33,W
3330,Polystichum lemmonii,40cm Oregon: Big Red Mtn 2012m 127,W
3331,Primula chionantha,"China: Daxue Shan, Yunnan 174",W
3332,Primula gemmifera v amoena,"China: Beima Shan, Yunnan 174",W
3333,Primula nivalis,Kazakhstan: Trans-Ili Ala-Tau 174,W
3334,Primula nivalis v farinosa,Kazakhstan: Trans-Ili Ala-Tau 174,W
3335,Pulsatilla campanella,Kazakhstan: Trans-Ili Ala-Tau 174,W
3336,Pycnanthemum tenuifolium,"white 90-100cm Arkansas: Ozark Prairie, Boone Co 28",W
3337,Pyrethrum karelinii,Kazakhstan: Trans-Ili Ala-Tau 174,W
3338,Pyrola elliptica,white 10cm New Jersey 91m 21,W
3339,Pyrrocoma racemosa,yellow 25cm California: Scott Mtns 2134m 127,W
3340,Ranunculus kamchaticus,Kazakhstan: Trans-Ili Ala-Tau 174,W
3341,Rhododendron lapponicum,pink 20cm New Hampshire: Coos Co 137,W
3342,Rhododendron macrophyllum,pink 2m Washington: Whidbey Island 60m 134,W
3343,Rhodophiala montana,Chile: Laguna del Maule 174,W
3344,Rudbeckia californica,black 100cm Oregon: Wrangle Gap 1890m 127,W
3345,Sabatia angularis,pink/yellow 20-90cm Virginia: Scott Co 176,W
3346,Salvia apiana,"California: Laguna Mtns, San DIego Co 1550m 177",W
3347,Salvia lyrata,purple lvs 25cm North Carolina: Wake Co 80,W
3348,Salvia pratensis (PI),Czech Republic: SE Moravia 93,W
3349,Salvia viridis,colored bracts Turkey: Antalya 157,W
3350,Sambucus cerulea,white 8m North Carolina: Okanoga Co 87,W
3351,Sarracenia flava,"yellow 40-60cm Florida: Slope bog, Santa Rosa Co 28",W
3352,Sarracenia leucophylla,"maroon-reddish purple 40-70cm Florida: Slope bog, Santa Rosa Co 28",W
3353,Sarracenia psittacina,"maroon-reddish purple 10-20cm Florida: Slope bog, Santa Rosa Co 28",W
3354,Sarracenia purpurea,"red 20-40cm Canada: Hillgrove, Nova Scotia 94",W
3355,Schizanthus hookeri,Argentina: Paso Pehuenche 174,W
3356,Scorzoneroides autumnalis (PI),Czech Republic: SE Moravia 93,W
3357,Scutellaria incana,purple 65cm Ohio: Franklin Co 7,W
3358,Sedum lanceolatum,yellow to 15cm Colorado: Pitkin Co 2600m 144,W
3359,Sedum niveum,California: S Central San Bernardino Mtns 2345m 177,W
3360,Sedum obtusatum ssp retusum,"yellow/orange 10cm Oregon: Siskiyou Mtns, Jackson Co 2149m 175",W
3361,Silene bernardina,white 30cm Oregon: Jackson Gap 2134m 127,W
3362,Silene laciniata ssp californica,"red 10cm California: Inner North Coast Ranges, Lake Co 1130m 175",W
3363,Silene parishii,California: S Central San Bernardino Mtns 2345m 177,W
3364,Solidago nemoralis,yellow 10-130cm Virginia: Scott Co 176,W
3365,Sphaeralcea ambigua,apricot flr/silver lvs 65cm Arizona: Page 1255m 80,W
3366,Spiranthes tuberosa,white 20cm Massachusetts: West Tisbury 125,W
3367,Stanleya pinnata,Utah: Wayne Co 112,W
3368,Streptanthus maculatus,purple 80cm Texas: Henderson Co 28,W
3369,Streptopus lanceolatus,"20-30cm Vermont: Fayston, Washington Co 48",W
3370,Streptopus lanceolatus,"20-30cm Vermont: Morristown, Lamoille Co 48",W
3371,Styrax americanus,white 2m North Carolina: Randolph Co 81,W
3372,Styrax redivivus,"white 1-2m California: Inner N Coast Ranges, Tehama Co serpentine 175",W
3373,Symphyotrichum (Aster) puniceum,white 1.5m Michigan: Kent Co 141,W
3374,Telesonix jamesii,pink 2.5cm Colorado 164,W
3375,Tetradymia canescens,"California: San Bernardino Mtns, Big Bear Lake 2360m 177",W
3376,Tetraneuris acaulis,yellow 20cm Colorado 1829m 52,W
3377,Teucrium chamaedrys,Czech Republic: SE Moravia 93,W
3378,Thalictrum fendleri,white Colorado: Leadville 3353m 154,W
3379,Thaspium trifoliatum v aureum,yellow 50cm North Carolina: Watauga Co 62,W
3380,Toxicoscordion fremontii (cf),"white 20-30cm California: Inner North Coast Ranges, Lake Co 506m 175",W
3381,Toxicoscordion paniculatum,white 40cm Oregon: Sisters 1036m 127,W
3382,Triantha glutinosa,white 40cm Oregon: Crane Prairie 1402m 127,W
3383,Triantha occidentalis ssp occidentalis,"white 20-30cm California: Northern Sierra Nevada, Plumas Co 1644m 175",W
3384,Trifolium dasyphyllum,white/pink 2.5cm Utah: Summit Co 164,W
3385,Trillium erectum (moist packed),"20cm Vermont: Fayston, Washington Co 48",W
3386,Trillium undulatum,"white/rose veining 10-45cm Canada: Hillgrove, Nova Scotia 94",W
3387,Triteleia bridgesii,"lavender-violet 20-30cm California: C Sierra Nevada Foothills, Mariposa Co 175",W
3388,Triteleia bridgesii,"red-violet 20-30cm California: N Sierra Nevada Foothills, Butte Co 960m 175",W
3389,Triteleia hyacinthina,"bluish white 15-20cm California: Cascade Range, Tehama Co 1234m 175",W
3390,Triteleia laxa,"blue-purple 20-30cm California: Inner North Coast Ranges, Lake Co 460m 175",W
3391,Triteleia peduncularis,"white/violet midvein/starburst inflorescence 20-30cm California: Inner North Coast Ranges, Lake Co 175",W
3392,Trollius laxus,"white 25cm Canada: Mt Thynne, BC 64",W
3393,Trollius lilacinus,Kazakhstan: Trans-Ili Ala-Tau 174,W
3394,Tulipa dasystemon,Kazakhstan: Trans-Ili Ala-Tau 174,W
3395,Uvularia sessilifolia,"15-20cm Massachusetts: Granby, Hampshire Co 48",W
3396,Veratrum californicum,"California: San Bernardino Mtns, Big Bear Lake 2250m 177",W
3397,Verbena hastata,Michigan: Kent Co 141,W
3398,Vernonia missurica,Michigan: Kent Co 141,W
3399,Viola pubescens,yellow 45cm Pennsylvania: Franklin Co 51,W
3400,Viola striata,white 45cm Pennsylvania: Franklin Co 51,W
3401,Xerophyllum tenax,"white 1-1.5m Washington: Cascade Range, Kittitas Co 1166m 175",W
3402,Xylorhiza (Aster) venusta,white 50cm Colorado: Mesa Co 78,W
3403,Yucca brevifolia ssp jaegeriana,cream 180-300cm Utah: Beaver Dam Mtns 1219m 86,W
3404,Epilobium angustifolium,deep pink/purple  Vermont: Franklin Co ,5
3405,Pyrola americana,Connecticut: Franklin ,5
3406,Actaea spicata,black frt 50cm Norway: Harstad ,188
3407,Allium schoenoprasum,pink 30cm Norway: Harstad ,188
3408,Carex flava,green 25cm Norway: Harstad ,188
3409,Carex pallescens,green 30cm Norway: Harstad ,188
3410,Cypripedium calceolus,yellow/brown 30cm Norway: Rolla Island ,188
3411,Dactylorhiza fuchsii,pink 30cm Norway: Harstad ,188
3412,Dianthus superbus,pink 30cm Norway: Finnmark ,188
3413,Dryas octopetala,white 5cm Svalbard ,188
3414,Gentiana nivalis,blue 5cm Norway: Harstad 400m,188
3415,Gymnadenia conopsea,pink 25cm Norway: Harstad ,188
